row_id,Original High Level Intent,Correct Formal Specification,Ambiguous High Level Intent,Ambiguity Types Applied
1625,"Traffic originating from kiev can reach the subnet 100.0.9.0/24.
Traffic from kiev to 100.0.9.0/24 passes through rotterdam.
To reach 100.0.9.0/24 from kiev, traffic is balanced on 2 paths.
Connectivity from london to 100.0.4.0/24 is established.
Traffic from london to 100.0.4.0/24 passes through basel.
Traffic from london to 100.0.4.0/24 is evenly distributed across 2 paths.
100.0.29.0/24 is accessible from frankfurt.
The route from frankfurt to 100.0.29.0/24 includes london.
Traffic from frankfurt to 100.0.29.0/24 should be load-balanced across 2 paths.","{""reachability"": {""kiev"": [""100.0.9.0/24""], ""london"": [""100.0.4.0/24""], ""frankfurt"": [""100.0.29.0/24""]}, ""waypoint"": {""(kiev,100.0.9.0/24)"": [""rotterdam""], ""(london,100.0.4.0/24)"": [""basel""], ""(frankfurt,100.0.29.0/24)"": [""london""]}, ""loadbalancing"": {""(kiev,100.0.9.0/24)"": 2, ""(london,100.0.4.0/24)"": 2, ""(frankfurt,100.0.29.0/24)"": 2}}","Traffic originating from kiev can reach the subnet the remote network
Consider routing through rotterdam.
Ensure fault tolerance with multiple routes.
Connectivity from london to the main subnet is established.
Use basel as intermediate hop if available.
Use multiple paths for reliability.
frankfurt and the remote network should be connected.",VAGUE_REF; SOFT_WP; SOFT_LB; BIDIR; OMIT
1626,"zurich can reach 100.0.9.0/24.
Traffic from zurich to 100.0.9.0/24 passes through rotterdam.
The number of paths between zurich and 100.0.9.0/24 should be 3.
The subnet 100.0.4.0/24 is reachable from warsaw.
Routing traffic between warsaw and 100.0.4.0/24 goes via basel.
The number of paths between warsaw and 100.0.4.0/24 should be 2.
100.0.29.0/24 is accessible from kiev.
To reach 100.0.29.0/24 from kiev, traffic is directed through london.
The number of paths between kiev and 100.0.29.0/24 should be 3.","{""reachability"": {""zurich"": [""100.0.9.0/24""], ""warsaw"": [""100.0.4.0/24""], ""kiev"": [""100.0.29.0/24""]}, ""waypoint"": {""(zurich,100.0.9.0/24)"": [""rotterdam""], ""(warsaw,100.0.4.0/24)"": [""basel""], ""(kiev,100.0.29.0/24)"": [""london""]}, ""loadbalancing"": {""(zurich,100.0.9.0/24)"": 3, ""(warsaw,100.0.4.0/24)"": 2, ""(kiev,100.0.29.0/24)"": 3}}","Connect zurich to our servers.
Preferably route via rotterdam.
The number of paths between zurich and 100.0.9.0/24 should be 3.
The subnet 100.0.4.0/24 is reachable from warsaw.
Routing traffic between warsaw and 100.0.4.0/24 goes via basel.
The number of paths between warsaw and 100.0.4.0/24 should be 2.
100.0.29.0/24 is accessible from kiev.
Route through london if possible.
Make sure there's redundancy.",VAGUE_REF; BIDIR; SOFT_WP; SOFT_LB
1627,"The subnet 100.0.4.0/24 is reachable from luxembourg.
Routing traffic between luxembourg and 100.0.4.0/24 goes via basel.
Traffic from luxembourg to 100.0.4.0/24 should be load-balanced across 4 paths.
Connectivity from madrid to 100.0.1.0/24 is established.
Traffic from madrid to 100.0.1.0/24 passes through kiev.
The number of paths between madrid and 100.0.1.0/24 should be 3.
Traffic originating from athens can reach the subnet 100.0.4.0/24.
Traffic from athens to 100.0.4.0/24 passes through basel.
Traffic from athens to 100.0.4.0/24 is evenly distributed across 2 paths.","{""reachability"": {""luxembourg"": [""100.0.4.0/24""], ""madrid"": [""100.0.1.0/24""], ""athens"": [""100.0.4.0/24""]}, ""waypoint"": {""(luxembourg,100.0.4.0/24)"": [""basel""], ""(madrid,100.0.1.0/24)"": [""kiev""], ""(athens,100.0.4.0/24)"": [""basel""]}, ""loadbalancing"": {""(luxembourg,100.0.4.0/24)"": 4, ""(madrid,100.0.1.0/24)"": 3, ""(athens,100.0.4.0/24)"": 2}}","Ensure connectivity between luxembourg and our servers.
Use basel as intermediate hop if available.
Connectivity from madrid to that network is established.
Route through kiev if possible.
The number of paths between madrid and that network should be 3.
athens needs to reach 100.0.4.0/24.. The same connectivity requirements apply to the other subnets as well.
Traffic from athens to 100.0.4.0/24 passes through basel.",VAGUE_REF; BIDIR; SOFT_WP; OMIT; MERGE
1628,"brussels can reach 100.0.4.0/24.
The route from brussels to 100.0.4.0/24 includes basel.
Traffic from brussels to 100.0.4.0/24 is evenly distributed across 2 paths.
basel can reach 100.0.9.0/24.
The route from basel to 100.0.9.0/24 includes rotterdam.
Traffic from basel to 100.0.9.0/24 should be load-balanced across 2 paths.
100.0.9.0/24 is accessible from barcelona.
The route from barcelona to 100.0.9.0/24 includes rotterdam.
To reach 100.0.29.0/24 from barcelona, traffic should be split across 2 paths.","{""reachability"": {""brussels"": [""100.0.4.0/24""], ""basel"": [""100.0.9.0/24""], ""barcelona"": [""100.0.9.0/24""]}, ""waypoint"": {""(brussels,100.0.4.0/24)"": [""basel""], ""(basel,100.0.9.0/24)"": [""rotterdam""], ""(barcelona,100.0.9.0/24)"": [""rotterdam""]}, ""loadbalancing"": {""(brussels,100.0.4.0/24)"": 2, ""(basel,100.0.9.0/24)"": 2, ""(barcelona,100.0.29.0/24)"": 2}}","brussels can reach the remote network
Preferably route via basel.
Make sure there's redundancy.
basel and 100.0.9.0/24. need connectivity.
Preferably route via rotterdam.
Load balance the traffic appropriately.
100.0.9.0/24 is accessible from barcelona.",VAGUE_REF; SOFT_WP; SOFT_LB; BIDIR; OMIT
1629,"100.0.9.0/24 is accessible from istanbul.
The route from istanbul to 100.0.9.0/24 includes rotterdam.
Traffic from istanbul to 100.0.9.0/24 is evenly distributed across 2 paths.
100.0.1.0/24 is accessible from amsterdam.
The route from amsterdam to 100.0.1.0/24 includes kiev.
The number of paths between amsterdam and 100.0.1.0/24 should be 2.
Connectivity from paris to 100.0.4.0/24 is established.
To reach 100.0.4.0/24 from paris, traffic is directed through basel.
Traffic from paris to 100.0.4.0/24 should be load-balanced across 2 paths.","{""reachability"": {""istanbul"": [""100.0.9.0/24""], ""amsterdam"": [""100.0.1.0/24""], ""paris"": [""100.0.4.0/24""]}, ""waypoint"": {""(istanbul,100.0.9.0/24)"": [""rotterdam""], ""(amsterdam,100.0.1.0/24)"": [""kiev""], ""(paris,100.0.4.0/24)"": [""basel""]}, ""loadbalancing"": {""(istanbul,100.0.9.0/24)"": 2, ""(amsterdam,100.0.1.0/24)"": 2, ""(paris,100.0.4.0/24)"": 2}}","100.0.9.0/24 is accessible from istanbul.
Use multiple paths for reliability.
Connect amsterdam to our servers.
Connectivity from paris to 100.0.4.0/24 is established.
To reach 100.0.4.0/24 from paris, traffic is directed through basel.
Make sure there's redundancy.",OMIT; SOFT_LB; VAGUE_REF; BIDIR
1630,"100.0.9.0/24 is accessible from sofia.
The path between sofia and 100.0.9.0/24 involves rotterdam.
Traffic from sofia to 100.0.9.0/24 should be load-balanced across 4 paths.
Traffic originating from brussels can reach the subnet 100.0.9.0/24.
The path between brussels and 100.0.9.0/24 involves rotterdam.
Traffic from brussels to 100.0.9.0/24 should be load-balanced across 3 paths.
Traffic originating from milan can reach the subnet 100.0.1.0/24.
Routing traffic between milan and 100.0.1.0/24 goes via kiev.
To reach 100.0.1.0/24 from milan, traffic is balanced on 2 paths.","{""reachability"": {""sofia"": [""100.0.9.0/24""], ""brussels"": [""100.0.9.0/24""], ""milan"": [""100.0.1.0/24""]}, ""waypoint"": {""(sofia,100.0.9.0/24)"": [""rotterdam""], ""(brussels,100.0.9.0/24)"": [""rotterdam""], ""(milan,100.0.1.0/24)"": [""kiev""]}, ""loadbalancing"": {""(sofia,100.0.9.0/24)"": 4, ""(brussels,100.0.9.0/24)"": 3, ""(milan,100.0.1.0/24)"": 2}}","Connect sofia to the remote network.
The path between sofia and the remote network involves rotterdam.
Load balance the traffic appropriately.
Connect brussels to 100.0.9.0/24..
Traffic should go through rotterdam when feasible.
Load balance the traffic appropriately.
milan and our servers should be connected.
To reach 100.0.1.0/24 from milan, traffic is balanced on 2 paths.",VAGUE_REF; BIDIR; SOFT_LB; SOFT_WP; OMIT
1631,"100.0.29.0/24 is accessible from geneva.
Routing traffic between geneva and 100.0.29.0/24 goes via london.
To reach 100.0.29.0/24 from geneva, traffic is balanced on 4 paths.
bucharest can reach 100.0.29.0/24.
Traffic from bucharest to 100.0.29.0/24 passes through london.
Traffic from bucharest to 100.0.29.0/24 should be load-balanced across 3 paths.
Connectivity from madrid to 100.0.9.0/24 is established.
Routing traffic between madrid and 100.0.9.0/24 goes via rotterdam.
To reach 100.0.29.0/24 from madrid, traffic is balanced on 2 paths.","{""reachability"": {""geneva"": [""100.0.29.0/24""], ""bucharest"": [""100.0.29.0/24""], ""madrid"": [""100.0.9.0/24""]}, ""waypoint"": {""(geneva,100.0.29.0/24)"": [""london""], ""(bucharest,100.0.29.0/24)"": [""london""], ""(madrid,100.0.9.0/24)"": [""rotterdam""]}, ""loadbalancing"": {""(geneva,100.0.29.0/24)"": 4, ""(bucharest,100.0.29.0/24)"": 3, ""(madrid,100.0.29.0/24)"": 2}}","geneva and 100.0.29.0/24 need connectivity.
Route through london if possible.
To reach 100.0.29.0/24 from geneva, traffic is balanced on 4 paths.
Connect bucharest to the remote network.
Traffic should go through london when feasible.
Traffic from bucharest to 100.0.29.0/24 should be load-balanced across 3 paths.
madrid and 100.0.9.0/24 should be connected.
Routing traffic between madrid and 100.0.9.0/24 goes via rotterdam.",BIDIR; SOFT_WP; VAGUE_REF
1632,"Traffic originating from istanbul can reach the subnet 100.0.1.0/24.
Traffic from istanbul to 100.0.1.0/24 passes through kiev.
Traffic from istanbul to 100.0.1.0/24 is evenly distributed across 4 paths.
marseille can reach 100.0.1.0/24.
The path between marseille and 100.0.1.0/24 involves kiev.
Traffic from marseille to 100.0.1.0/24 is evenly distributed across 2 paths.
The subnet 100.0.29.0/24 is reachable from basel.
To reach 100.0.29.0/24 from basel, traffic is directed through london.
Traffic from basel to 100.0.29.0/24 is evenly distributed across 2 paths.","{""reachability"": {""istanbul"": [""100.0.1.0/24""], ""marseille"": [""100.0.1.0/24""], ""basel"": [""100.0.29.0/24""]}, ""waypoint"": {""(istanbul,100.0.1.0/24)"": [""kiev""], ""(marseille,100.0.1.0/24)"": [""kiev""], ""(basel,100.0.29.0/24)"": [""london""]}, ""loadbalancing"": {""(istanbul,100.0.1.0/24)"": 4, ""(marseille,100.0.1.0/24)"": 2, ""(basel,100.0.29.0/24)"": 2}}","Traffic originating from istanbul can reach the subnet the destination network
Consider routing through kiev.
Traffic from istanbul to 100.0.1.0/24 is evenly distributed across 4 paths.
marseille needs to reach the target subnet. The same connectivity requirements apply to the other subnets as well.
The path between marseille and 100.0.1.0/24 involves kiev.
Use multiple paths for reliability.
Ensure basel can access 100.0.29.0/24. Apply the same policy to other relevant connections.
Traffic should go through london when feasible.
Ensure fault tolerance with multiple routes.",VAGUE_REF; SOFT_WP; MERGE; SOFT_LB
1633,"Traffic originating from zurich can reach the subnet 100.0.4.0/24.
Routing traffic between zurich and 100.0.4.0/24 goes via basel.
The number of paths between zurich and 100.0.4.0/24 should be 2.
geneva can reach 100.0.9.0/24.
To reach 100.0.9.0/24 from geneva, traffic is directed through rotterdam.
To reach 100.0.9.0/24 from geneva, traffic is balanced on 3 paths.
100.0.9.0/24 is accessible from frankfurt.
Routing traffic between frankfurt and 100.0.9.0/24 goes via rotterdam.
To reach 100.0.9.0/24 from frankfurt, traffic is balanced on 2 paths.","{""reachability"": {""zurich"": [""100.0.4.0/24""], ""geneva"": [""100.0.9.0/24""], ""frankfurt"": [""100.0.9.0/24""]}, ""waypoint"": {""(zurich,100.0.4.0/24)"": [""basel""], ""(geneva,100.0.9.0/24)"": [""rotterdam""], ""(frankfurt,100.0.9.0/24)"": [""rotterdam""]}, ""loadbalancing"": {""(zurich,100.0.4.0/24)"": 2, ""(geneva,100.0.9.0/24)"": 3, ""(frankfurt,100.0.9.0/24)"": 2}}","Traffic originating from zurich can reach the subnet 100.0.4.0/24.
Routing traffic between zurich and 100.0.4.0/24 goes via basel.
The number of paths between zurich and 100.0.4.0/24 should be 2.
geneva can reach our servers
This connection needs fault tolerance too.
Connect frankfurt to the target subnet.
Use rotterdam as intermediate hop if available.
Ensure fault tolerance with multiple routes.",VAGUE_REF; PRONOUN; BIDIR; SOFT_WP; SOFT_LB
1634,"lyon can reach 100.0.29.0/24.
The path between lyon and 100.0.29.0/24 involves london.
To reach 100.0.4.0/24 from lyon, traffic is balanced on 2 paths.
athens can reach 100.0.29.0/24.
Traffic from athens to 100.0.29.0/24 passes through london.
The number of paths between athens and 100.0.29.0/24 should be 3.
100.0.9.0/24 is accessible from warsaw.
Routing traffic between warsaw and 100.0.9.0/24 goes via rotterdam.
The number of paths between warsaw and 100.0.9.0/24 should be 2.","{""reachability"": {""lyon"": [""100.0.29.0/24""], ""athens"": [""100.0.29.0/24""], ""warsaw"": [""100.0.9.0/24""]}, ""waypoint"": {""(lyon,100.0.29.0/24)"": [""london""], ""(athens,100.0.29.0/24)"": [""london""], ""(warsaw,100.0.9.0/24)"": [""rotterdam""]}, ""loadbalancing"": {""(lyon,100.0.4.0/24)"": 2, ""(athens,100.0.29.0/24)"": 3, ""(warsaw,100.0.9.0/24)"": 2}}","Ensure connectivity between lyon and 100.0.29.0/24..
The path between lyon and 100.0.29.0/24 involves london.
athens can reach 100.0.29.0/24.
Traffic from athens to 100.0.29.0/24 passes through london.
Distribute traffic across available paths.
Ensure connectivity between warsaw and the main subnet.
Route through rotterdam if possible.
The number of paths between warsaw and the main subnet should be 2.",BIDIR; SOFT_LB; VAGUE_REF; SOFT_WP
1635,"100.0.1.0/24 is accessible from paris.
Routing traffic between paris and 100.0.1.0/24 goes via kiev.
To reach 100.0.1.0/24 from paris, traffic should be split across 2 paths.
100.0.1.0/24 is accessible from lyon.
Traffic from lyon to 100.0.1.0/24 passes through kiev.
To reach 100.0.1.0/24 from lyon, traffic should be split across 2 paths.
Connectivity from praha to 100.0.4.0/24 is established.
To reach 100.0.4.0/24 from praha, traffic is directed through basel.
The number of paths between praha and 100.0.4.0/24 should be 2.","{""reachability"": {""paris"": [""100.0.1.0/24""], ""lyon"": [""100.0.1.0/24""], ""praha"": [""100.0.4.0/24""]}, ""waypoint"": {""(paris,100.0.1.0/24)"": [""kiev""], ""(lyon,100.0.1.0/24)"": [""kiev""], ""(praha,100.0.4.0/24)"": [""basel""]}, ""loadbalancing"": {""(paris,100.0.1.0/24)"": 2, ""(lyon,100.0.1.0/24)"": 2, ""(praha,100.0.4.0/24)"": 2}}","paris and 100.0.1.0/24 should be connected.
Traffic should go through kiev when feasible.
Load balance the traffic appropriately.
lyon should connect to 100.0.1.0/24, and similar routing should be used for related traffic.
Connect praha to 100.0.4.0/24.
Preferably route via basel.
The number of paths between praha and 100.0.4.0/24 should be 2.",BIDIR; SOFT_WP; SOFT_LB; MERGE; OMIT
1636,"Connectivity from basel to 100.0.1.0/24 is established.
Traffic from basel to 100.0.1.0/24 passes through kiev.
Traffic from basel to 100.0.1.0/24 is evenly distributed across 2 paths.
The subnet 100.0.4.0/24 is reachable from strasbourg.
To reach 100.0.4.0/24 from strasbourg, traffic is directed through basel.
The number of paths between strasbourg and 100.0.4.0/24 should be 3.
Connectivity from roma to 100.0.29.0/24 is established.
The path between roma and 100.0.29.0/24 involves london.
Traffic from roma to 100.0.29.0/24 is evenly distributed across 2 paths.","{""reachability"": {""basel"": [""100.0.1.0/24""], ""strasbourg"": [""100.0.4.0/24""], ""roma"": [""100.0.29.0/24""]}, ""waypoint"": {""(basel,100.0.1.0/24)"": [""kiev""], ""(strasbourg,100.0.4.0/24)"": [""basel""], ""(roma,100.0.29.0/24)"": [""london""]}, ""loadbalancing"": {""(basel,100.0.1.0/24)"": 2, ""(strasbourg,100.0.4.0/24)"": 3, ""(roma,100.0.29.0/24)"": 2}}","basel and 100.0.1.0/24 should be connected.
strasbourg and 100.0.4.0/24 should be connected.
Connectivity from roma to 100.0.29.0/24 is established.
Route through london if possible.
Ensure good redundancy.",BIDIR; OMIT; SOFT_WP; SOFT_LB
1637,"Connectivity from rotterdam to 100.0.4.0/24 is established.
Traffic from rotterdam to 100.0.4.0/24 passes through basel.
Traffic from rotterdam to 100.0.4.0/24 is evenly distributed across 3 paths.
vienna can reach 100.0.9.0/24.
To reach 100.0.9.0/24 from vienna, traffic is directed through rotterdam.
To reach 100.0.9.0/24 from vienna, traffic is balanced on 3 paths.
luxembourg can reach 100.0.29.0/24.
Routing traffic between luxembourg and 100.0.29.0/24 goes via london.
Traffic from luxembourg to 100.0.29.0/24 should be load-balanced across 2 paths.","{""reachability"": {""rotterdam"": [""100.0.4.0/24""], ""vienna"": [""100.0.9.0/24""], ""luxembourg"": [""100.0.29.0/24""]}, ""waypoint"": {""(rotterdam,100.0.4.0/24)"": [""basel""], ""(vienna,100.0.9.0/24)"": [""rotterdam""], ""(luxembourg,100.0.29.0/24)"": [""london""]}, ""loadbalancing"": {""(rotterdam,100.0.4.0/24)"": 3, ""(vienna,100.0.9.0/24)"": 3, ""(luxembourg,100.0.29.0/24)"": 2}}","Connect rotterdam to 100.0.4.0/24.
Traffic from rotterdam to 100.0.4.0/24 passes through basel.
Load balance the traffic appropriately.
vienna can reach 100.0.9.0/24.
Load balance the traffic appropriately.
luxembourg can reach the target subnet
Use london as intermediate hop if available.",BIDIR; SOFT_LB; VAGUE_REF; SOFT_WP; OMIT
1638,"lyon can reach 100.0.4.0/24.
Traffic from lyon to 100.0.4.0/24 passes through basel.
Traffic from lyon to 100.0.4.0/24 should be load-balanced across 2 paths.
100.0.29.0/24 is accessible from madrid.
Routing traffic between madrid and 100.0.29.0/24 goes via london.
To reach 100.0.29.0/24 from madrid, traffic is balanced on 2 paths.
100.0.1.0/24 is accessible from bucharest.
To reach 100.0.1.0/24 from bucharest, traffic is directed through kiev.
To reach 100.0.1.0/24 from bucharest, traffic should be split across 2 paths.","{""reachability"": {""lyon"": [""100.0.4.0/24""], ""madrid"": [""100.0.29.0/24""], ""bucharest"": [""100.0.1.0/24""]}, ""waypoint"": {""(lyon,100.0.4.0/24)"": [""basel""], ""(madrid,100.0.29.0/24)"": [""london""], ""(bucharest,100.0.1.0/24)"": [""kiev""]}, ""loadbalancing"": {""(lyon,100.0.4.0/24)"": 2, ""(madrid,100.0.29.0/24)"": 2, ""(bucharest,100.0.1.0/24)"": 2}}","lyon can reach 100.0.4.0/24.
Traffic from lyon to 100.0.4.0/24 passes through basel.
Traffic from lyon to 100.0.4.0/24 should be load-balanced across 2 paths.
madrid and 100.0.29.0/24 should be connected.
Ensure connectivity between bucharest and 100.0.1.0/24.
Use kiev as intermediate hop if available.
Make sure there's redundancy.",BIDIR; OMIT; SOFT_WP; SOFT_LB
1639,"warsaw can reach 100.0.29.0/24.
Traffic from warsaw to 100.0.29.0/24 passes through london.
Traffic from warsaw to 100.0.29.0/24 should be load-balanced across 2 paths.
The subnet 100.0.29.0/24 is reachable from amsterdam.
To reach 100.0.29.0/24 from amsterdam, traffic is directed through london.
The number of paths between amsterdam and 100.0.29.0/24 should be 2.
Traffic originating from praha can reach the subnet 100.0.29.0/24.
The route from praha to 100.0.29.0/24 includes london.
Traffic from praha to 100.0.29.0/24 should be load-balanced across 3 paths.","{""reachability"": {""warsaw"": [""100.0.29.0/24""], ""amsterdam"": [""100.0.29.0/24""], ""praha"": [""100.0.29.0/24""]}, ""waypoint"": {""(warsaw,100.0.29.0/24)"": [""london""], ""(amsterdam,100.0.29.0/24)"": [""london""], ""(praha,100.0.29.0/24)"": [""london""]}, ""loadbalancing"": {""(warsaw,100.0.29.0/24)"": 2, ""(amsterdam,100.0.29.0/24)"": 2, ""(praha,100.0.29.0/24)"": 3}}","warsaw can reach the destination network
Make sure there's redundancy.
amsterdam and the remote network should be connected.
Preferably route via london.
The number of paths between amsterdam and the remote network should be 2.
Connect praha to the main subnet.
The route from praha to 100.0.29.0/24 includes london.
Traffic from praha to 100.0.29.0/24 should be load-balanced across 3 paths.",VAGUE_REF; OMIT; SOFT_LB; BIDIR; SOFT_WP
1640,"The subnet 100.0.1.0/24 is reachable from praha.
Traffic from praha to 100.0.1.0/24 passes through kiev.
The number of paths between praha and 100.0.1.0/24 should be 2.
100.0.4.0/24 is accessible from bratislava.
The route from bratislava to 100.0.4.0/24 includes basel.
The number of paths between bratislava and 100.0.4.0/24 should be 4.
paris can reach 100.0.9.0/24.
Routing traffic between paris and 100.0.9.0/24 goes via rotterdam.
Traffic from paris to 100.0.9.0/24 is evenly distributed across 2 paths.","{""reachability"": {""praha"": [""100.0.1.0/24""], ""bratislava"": [""100.0.4.0/24""], ""paris"": [""100.0.9.0/24""]}, ""waypoint"": {""(praha,100.0.1.0/24)"": [""kiev""], ""(bratislava,100.0.4.0/24)"": [""basel""], ""(paris,100.0.9.0/24)"": [""rotterdam""]}, ""loadbalancing"": {""(praha,100.0.1.0/24)"": 2, ""(bratislava,100.0.4.0/24)"": 4, ""(paris,100.0.9.0/24)"": 2}}","praha and 100.0.1.0/24 need connectivity.
Traffic from praha to 100.0.1.0/24 passes through kiev.
Load balance the traffic appropriately.
the remote network is accessible from bratislava.
Preferably route via basel.
The number of paths between bratislava and the remote network should be 4.
paris and the remote network should be connected.
Routing traffic between paris and 100.0.9.0/24 goes via rotterdam.",BIDIR; SOFT_LB; VAGUE_REF; SOFT_WP; OMIT
1641,"Connectivity from lyon to 100.0.9.0/24 is established.
To reach 100.0.9.0/24 from lyon, traffic is directed through rotterdam.
The number of paths between lyon and 100.0.9.0/24 should be 6.
Traffic originating from vienna can reach the subnet 100.0.1.0/24.
Routing traffic between vienna and 100.0.1.0/24 goes via kiev.
The number of paths between vienna and 100.0.1.0/24 should be 2.
kiev can reach 100.0.4.0/24.
Routing traffic between kiev and 100.0.4.0/24 goes via basel.
Traffic from kiev to 100.0.4.0/24 is evenly distributed across 2 paths.","{""reachability"": {""lyon"": [""100.0.9.0/24""], ""vienna"": [""100.0.1.0/24""], ""kiev"": [""100.0.4.0/24""]}, ""waypoint"": {""(lyon,100.0.9.0/24)"": [""rotterdam""], ""(vienna,100.0.1.0/24)"": [""kiev""], ""(kiev,100.0.4.0/24)"": [""basel""]}, ""loadbalancing"": {""(lyon,100.0.9.0/24)"": 6, ""(vienna,100.0.1.0/24)"": 2, ""(kiev,100.0.4.0/24)"": 2}}","Connect lyon to 100.0.9.0/24.
Use rotterdam as intermediate hop if available.
The number of paths between lyon and 100.0.9.0/24 should be 6.
Traffic originating from vienna can reach the subnet 100.0.1.0/24.
Use kiev as intermediate hop if available.
Ensure fault tolerance with multiple routes.
kiev and 100.0.4.0/24. should be connected.
Routing traffic between kiev and 100.0.4.0/24 goes via basel.
Ensure good redundancy.",BIDIR; SOFT_WP; SOFT_LB
1642,"100.0.4.0/24 is accessible from marseille.
To reach 100.0.4.0/24 from marseille, traffic is directed through basel.
To reach 100.0.4.0/24 from marseille, traffic should be split across 3 paths.
barcelona can reach 100.0.29.0/24.
Traffic from barcelona to 100.0.29.0/24 passes through london.
To reach 100.0.29.0/24 from barcelona, traffic is balanced on 2 paths.
Traffic originating from budapest can reach the subnet 100.0.4.0/24.
Traffic from budapest to 100.0.4.0/24 passes through basel.
The number of paths between budapest and 100.0.4.0/24 should be 4.","{""reachability"": {""marseille"": [""100.0.4.0/24""], ""barcelona"": [""100.0.29.0/24""], ""budapest"": [""100.0.4.0/24""]}, ""waypoint"": {""(marseille,100.0.4.0/24)"": [""basel""], ""(barcelona,100.0.29.0/24)"": [""london""], ""(budapest,100.0.4.0/24)"": [""basel""]}, ""loadbalancing"": {""(marseille,100.0.4.0/24)"": 3, ""(barcelona,100.0.29.0/24)"": 2, ""(budapest,100.0.4.0/24)"": 4}}","marseille and 100.0.4.0/24 need connectivity.
Use basel as intermediate hop if available.
Ensure fault tolerance with multiple routes.
barcelona should connect to that network, and similar routing should be used for related traffic.
Traffic from barcelona to 100.0.29.0/24 passes through london.
Load balance the traffic appropriately.
Traffic originating from budapest can reach the subnet the destination network
Route through basel if possible.",BIDIR; SOFT_WP; SOFT_LB; VAGUE_REF; MERGE; OMIT
1643,"Traffic originating from zurich can reach the subnet 100.0.1.0/24.
Routing traffic between zurich and 100.0.1.0/24 goes via kiev.
Traffic from zurich to 100.0.1.0/24 is evenly distributed across 3 paths.
The subnet 100.0.9.0/24 is reachable from roma.
The path between roma and 100.0.9.0/24 involves rotterdam.
Traffic from roma to 100.0.9.0/24 should be load-balanced across 3 paths.
roma can reach 100.0.4.0/24.
To reach 100.0.4.0/24 from roma, traffic is directed through basel.
Traffic from roma to 100.0.4.0/24 is evenly distributed across 2 paths.","{""reachability"": {""zurich"": [""100.0.1.0/24""], ""roma"": [""100.0.9.0/24"", ""100.0.4.0/24""]}, ""waypoint"": {""(zurich,100.0.1.0/24)"": [""kiev""], ""(roma,100.0.9.0/24)"": [""rotterdam""], ""(roma,100.0.4.0/24)"": [""basel""]}, ""loadbalancing"": {""(zurich,100.0.1.0/24)"": 3, ""(roma,100.0.9.0/24)"": 3, ""(roma,100.0.4.0/24)"": 2}}","Traffic originating from zurich can reach the subnet 100.0.1.0/24.
Routing traffic between zurich and 100.0.1.0/24 goes via kiev.
The subnet the destination network is reachable from roma.
Traffic should go through rotterdam when feasible.
Traffic from roma to the destination network should be load-balanced across 3 paths.
roma can reach the target subnet
Traffic from roma to 100.0.4.0/24 is evenly distributed across 2 paths.",OMIT; VAGUE_REF; SOFT_WP
1644,"The subnet 100.0.29.0/24 is reachable from brussels.
Traffic from brussels to 100.0.29.0/24 passes through london.
The number of paths between brussels and 100.0.29.0/24 should be 2.
The subnet 100.0.29.0/24 is reachable from zurich.
Routing traffic between zurich and 100.0.29.0/24 goes via london.
To reach 100.0.29.0/24 from zurich, traffic is balanced on 5 paths.
Connectivity from geneva to 100.0.4.0/24 is established.
The route from geneva to 100.0.4.0/24 includes basel.
Traffic from geneva to 100.0.4.0/24 is evenly distributed across 3 paths.","{""reachability"": {""brussels"": [""100.0.29.0/24""], ""zurich"": [""100.0.29.0/24""], ""geneva"": [""100.0.4.0/24""]}, ""waypoint"": {""(brussels,100.0.29.0/24)"": [""london""], ""(zurich,100.0.29.0/24)"": [""london""], ""(geneva,100.0.4.0/24)"": [""basel""]}, ""loadbalancing"": {""(brussels,100.0.29.0/24)"": 2, ""(zurich,100.0.29.0/24)"": 5, ""(geneva,100.0.4.0/24)"": 3}}","The subnet 100.0.29.0/24 is reachable from brussels.
Traffic should go through london when feasible.
Ensure connectivity between zurich and the target subnet.
Routing traffic between zurich and the target subnet goes via london.
Ensure good redundancy.
Connectivity from geneva to 100.0.4.0/24 is established.
Preferably route via basel.
Use multiple paths for reliability.",SOFT_WP; OMIT; VAGUE_REF; BIDIR; SOFT_LB
